"TIME","GEO","UNIT","FACILITY","Value","Flag and Footnotes"
"2008","European Union (current composition)","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","558.15",""
"2008","Belgium","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","625.77",""
"2008","Bulgaria","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","649.41",""
"2008","Czechia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","718.74",""
"2008","Denmark","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","357.05",""
"2008","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","821.36",""
"2008","Estonia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","561.66",""
"2008","Ireland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","492.33",""
"2008","Greece","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","477.45",""
"2008","Spain","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","322.54",""
"2008","France","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","690.27",""
"2008","Croatia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","547.42",""
"2008","Italy","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","372.73",""
"2008","Cyprus","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","375.38",""
"2008","Latvia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","746.09",""
"2008","Lithuania","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","683.66",""
"2008","Luxembourg","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","556.84",""
"2008","Hungary","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","710.51",""
"2008","Malta","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","734.31",""
"2008","Netherlands","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","469.85",""
"2008","Austria","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","767.88",""
"2008","Poland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","661.95","b"
"2008","Portugal","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","337.05",""
"2008","Romania","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","656.92",""
"2008","Slovenia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","474.25",""
"2008","Slovakia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","655.71",""
"2008","Finland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","656.83",""
"2008","Sweden","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","280.51",""
"2008","United Kingdom","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","335.50",""
"2008","Iceland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","390.97",""
"2008","Liechtenstein","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","239.62",""
"2008","Norway","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","463.51",""
"2008","Switzerland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","521.10",""
"2008","Montenegro","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2008","Former Yugoslav Republic of Macedonia, the","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","454.64",""
"2008","Albania","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2008","Serbia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","533.73",""
"2008","Turkey","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","235.44",""
"2009","European Union (current composition)","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","549.63",""
"2009","Belgium","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","619.91",""
"2009","Bulgaria","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","659.72",""
"2009","Czechia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","711.41",""
"2009","Denmark","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","349.37",""
"2009","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","823.95",""
"2009","Estonia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","534.67",""
"2009","Ireland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","287.36","b"
"2009","Greece","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","484.85",""
"2009","Spain","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","318.70",""
"2009","France","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","666.11",""
"2009","Croatia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","537.33",""
"2009","Italy","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","362.61",""
"2009","Cyprus","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","376.23",""
"2009","Latvia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","640.14",""
"2009","Lithuania","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","680.32",""
"2009","Luxembourg","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","546.62",""
"2009","Hungary","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","714.38",""
"2009","Malta","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","481.41","b"
"2009","Netherlands","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","465.69",""
"2009","Austria","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","765.89",""
"2009","Poland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","665.28",""
"2009","Portugal","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","335.15",""
"2009","Romania","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","662.01",""
"2009","Slovenia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","460.32",""
"2009","Slovakia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","650.50",""
"2009","Finland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","625.23",""
"2009","Sweden","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","275.88",""
"2009","United Kingdom","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","328.95",""
"2009","Iceland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","369.86",""
"2009","Liechtenstein","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","195.85","b"
"2009","Norway","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","452.29",""
"2009","Switzerland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","510.43",""
"2009","Montenegro","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2009","Former Yugoslav Republic of Macedonia, the","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","447.80",""
"2009","Albania","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2009","Serbia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","535.47",""
"2009","Turkey","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","239.78",""
"2010","European Union (current composition)","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","536.75",""
"2010","Belgium","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","612.32",""
"2010","Bulgaria","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","655.37",""
"2010","Czechia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","702.56",""
"2010","Denmark","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","349.79",""
"2010","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","824.77",""
"2010","Estonia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","523.97",""
"2010","Ireland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","275.16",""
"2010","Greece","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","440.66",""
"2010","Spain","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","315.18",""
"2010","France","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","642.80",""
"2010","Croatia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","561.92",""
"2010","Italy","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","357.09",""
"2010","Cyprus","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","356.62",""
"2010","Latvia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","551.47",""
"2010","Lithuania","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","695.43",""
"2010","Luxembourg","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","536.74",""
"2010","Hungary","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","718.18",""
"2010","Malta","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","451.46",""
"2010","Netherlands","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2010","Austria","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","762.93",""
"2010","Poland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","655.71",""
"2010","Portugal","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","336.13",""
"2010","Romania","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","628.49",""
"2010","Slovenia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","457.24",""
"2010","Slovakia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","644.33",""
"2010","Finland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","585.38",""
"2010","Sweden","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","272.61",""
"2010","United Kingdom","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","295.21","b"
"2010","Iceland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","358.44",""
"2010","Liechtenstein","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","216.54",""
"2010","Norway","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","430.41",""
"2010","Switzerland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","496.32",""
"2010","Montenegro","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2010","Former Yugoslav Republic of Macedonia, the","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","459.07",""
"2010","Albania","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2010","Serbia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","538.97",""
"2010","Turkey","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","252.03",""
"2011","European Union (current composition)","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","532.39",""
"2011","Belgium","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","602.92",""
"2011","Bulgaria","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","644.92",""
"2011","Czechia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","683.59",""
"2011","Denmark","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","312.95","b"
"2011","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","822.24",""
"2011","Estonia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","530.92",""
"2011","Ireland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","262.39",""
"2011","Greece","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","439.75",""
"2011","Spain","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","308.91",""
"2011","France","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","635.66",""
"2011","Croatia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","568.20",""
"2011","Italy","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","343.94",""
"2011","Cyprus","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","351.17",""
"2011","Latvia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","588.43",""
"2011","Lithuania","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","742.89",""
"2011","Luxembourg","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","527.83",""
"2011","Hungary","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","718.72",""
"2011","Malta","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","437.76","b"
"2011","Netherlands","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2011","Austria","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","764.72",""
"2011","Poland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","654.69",""
"2011","Portugal","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","337.23",""
"2011","Romania","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","612.44",""
"2011","Slovenia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","462.43",""
"2011","Slovakia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","605.05",""
"2011","Finland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","552.14",""
"2011","Sweden","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","270.56",""
"2011","United Kingdom","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","289.37",""
"2011","Iceland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","329.14",""
"2011","Liechtenstein","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","214.81",""
"2011","Norway","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","419.50",""
"2011","Switzerland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","487.00",""
"2011","Montenegro","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2011","Former Yugoslav Republic of Macedonia, the","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","450.76",""
"2011","Albania","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2011","Serbia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","541.09",""
"2011","Turkey","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","253.35",""
"2012","European Union (current composition)","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","526.68",""
"2012","Belgium","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","596.63",""
"2012","Bulgaria","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","661.22",""
"2012","Czechia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","666.12",""
"2012","Denmark","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2012","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","818.29",""
"2012","Estonia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","552.58",""
"2012","Ireland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","254.90",""
"2012","Greece","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","442.63",""
"2012","Spain","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","299.30",""
"2012","France","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","634.13",""
"2012","Croatia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","588.63",""
"2012","Italy","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","342.16",""
"2012","Cyprus","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","346.09",""
"2012","Latvia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","588.50",""
"2012","Lithuania","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","743.23",""
"2012","Luxembourg","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","515.31",""
"2012","Hungary","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","700.07",""
"2012","Malta","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","471.33",""
"2012","Netherlands","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","424.52","b"
"2012","Austria","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","767.39",""
"2012","Poland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","662.98","b"
"2012","Portugal","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","340.61",""
"2012","Romania","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","659.60",""
"2012","Slovenia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","454.46",""
"2012","Slovakia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","591.08",""
"2012","Finland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","529.83",""
"2012","Sweden","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","261.86","b"
"2012","United Kingdom","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","280.75",""
"2012","Iceland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","324.59",""
"2012","Liechtenstein","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","212.78",""
"2012","Norway","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","397.26",""
"2012","Switzerland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","480.21",""
"2012","Montenegro","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2012","Former Yugoslav Republic of Macedonia, the","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","440.36",""
"2012","Albania","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2012","Serbia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","544.11",""
"2012","Turkey","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","266.14",""
"2013","European Union (current composition)","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","521.69",""
"2013","Belgium","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","591.38",""
"2013","Bulgaria","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","681.64",""
"2013","Czechia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","645.67",""
"2013","Denmark","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","307.06",""
"2013","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","820.16",""
"2013","Estonia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","500.53","b"
"2013","Ireland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","257.42",""
"2013","Greece","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","424.16",""
"2013","Spain","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","296.34",""
"2013","France","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","628.50",""
"2013","Croatia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","586.04",""
"2013","Italy","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","331.17",""
"2013","Cyprus","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","340.86",""
"2013","Latvia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","579.98",""
"2013","Lithuania","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","728.20",""
"2013","Luxembourg","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","517.15",""
"2013","Hungary","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","703.73",""
"2013","Malta","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","480.43",""
"2013","Netherlands","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","418.40",""
"2013","Austria","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","764.50",""
"2013","Poland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","660.84",""
"2013","Portugal","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","339.27",""
"2013","Romania","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","667.31",""
"2013","Slovenia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","455.20",""
"2013","Slovakia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","580.34",""
"2013","Finland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","487.21",""
"2013","Sweden","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","259.42",""
"2013","United Kingdom","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","275.68",""
"2013","Iceland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","322.15",""
"2013","Liechtenstein","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","164.94",""
"2013","Norway","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","385.86",""
"2013","Switzerland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","467.73",""
"2013","Montenegro","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","388.92",""
"2013","Former Yugoslav Republic of Macedonia, the","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","444.62",""
"2013","Albania","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2013","Serbia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","549.91",""
"2013","Turkey","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","265.31",""
"2014","European Union (current composition)","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","518.23",""
"2014","Belgium","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","588.08",""
"2014","Bulgaria","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","712.98",""
"2014","Czechia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","645.46","b"
"2014","Denmark","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","268.88","b"
"2014","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","822.82",""
"2014","Estonia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","500.55",""
"2014","Ireland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","259.66",""
"2014","Greece","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","423.78",""
"2014","Spain","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","296.63",""
"2014","France","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","620.58",""
"2014","Croatia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","591.02",""
"2014","Italy","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","321.09",""
"2014","Cyprus","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","341.58",""
"2014","Latvia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","565.71",""
"2014","Lithuania","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","722.15",""
"2014","Luxembourg","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","505.29",""
"2014","Hungary","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","698.43",""
"2014","Malta","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","466.58",""
"2014","Netherlands","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2014","Austria","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","758.82",""
"2014","Poland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","662.70",""
"2014","Portugal","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","331.91",""
"2014","Romania","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","671.15",""
"2014","Slovenia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","453.74",""
"2014","Slovakia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","578.52",""
"2014","Finland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","453.01",""
"2014","Sweden","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","253.83",""
"2014","United Kingdom","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","272.89",""
"2014","Iceland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","316.14",""
"2014","Liechtenstein","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","163.77",""
"2014","Norway","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","384.47",""
"2014","Switzerland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","458.44",""
"2014","Montenegro","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","393.37",""
"2014","Former Yugoslav Republic of Macedonia, the","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","439.57",""
"2014","Albania","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2014","Serbia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","552.48",""
"2014","Turkey","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","267.99",""
"2015","European Union (current composition)","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","513.66",""
"2015","Belgium","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","582.29",""
"2015","Bulgaria","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","723.50",""
"2015","Czechia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","648.51",""
"2015","Denmark","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","253.01",""
"2015","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","813.31",""
"2015","Estonia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","495.97",""
"2015","Ireland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","256.80",""
"2015","Greece","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","424.60",""
"2015","Spain","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","297.90",""
"2015","France","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","612.76",""
"2015","Croatia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","556.30",""
"2015","Italy","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","319.55",""
"2015","Cyprus","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","341.53",""
"2015","Latvia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","569.45",""
"2015","Lithuania","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","696.61",""
"2015","Luxembourg","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","493.33",""
"2015","Hungary","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","699.41",""
"2015","Malta","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","472.59",""
"2015","Netherlands","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2015","Austria","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","754.51",""
"2015","Poland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","663.47",""
"2015","Portugal","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","336.84","e"
"2015","Romania","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","679.13",""
"2015","Slovenia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","451.41",""
"2015","Slovakia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","574.73",""
"2015","Finland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","435.33",""
"2015","Sweden","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","243.94",""
"2015","United Kingdom","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","261.01",""
"2015","Iceland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","311.96",""
"2015","Liechtenstein","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","160.03",""
"2015","Norway","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","376.19",""
"2015","Switzerland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","458.38",""
"2015","Montenegro","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","393.15",""
"2015","Former Yugoslav Republic of Macedonia, the","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","438.79",""
"2015","Albania","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2015","Serbia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","558.02",""
"2015","Turkey","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","268.03",""
