"SEX","AGE","GEO","UNIT","TIME","ISCED11","Value","Flag and Footnotes"
"Total","From 55 to 64 years","Luxembourg","Percentage","2014","All ISCED 2011 levels ","4.1",""
"Total","From 55 to 64 years","Hungary","Percentage","2014","All ISCED 2011 levels ","2.4",""
"Total","From 55 to 64 years","Malta","Percentage","2014","All ISCED 2011 levels ","2.9",""
"Total","From 55 to 64 years","Netherlands","Percentage","2014","All ISCED 2011 levels ","4.0",""
"Total","From 55 to 64 years","Austria","Percentage","2014","All ISCED 2011 levels ","0.9",""
"Total","From 55 to 64 years","Poland","Percentage","2014","All ISCED 2011 levels ","1.7",""
"Total","From 55 to 64 years","Portugal","Percentage","2014","All ISCED 2011 levels ","0.9",""
"Total","From 55 to 64 years","Romania","Percentage","2014","All ISCED 2011 levels ","1.4",""
"Total","From 55 to 64 years","Slovenia","Percentage","2014","All ISCED 2011 levels ","1.5",""
"Total","From 55 to 64 years","Slovakia","Percentage","2014","All ISCED 2011 levels ","0.3",""
"Total","From 55 to 64 years","Finland","Percentage","2014","All ISCED 2011 levels ","2.3",""
"Total","From 55 to 64 years","Sweden","Percentage","2014","All ISCED 2011 levels ","1.0",""
"Total","From 55 to 64 years","United Kingdom","Percentage","2014","All ISCED 2011 levels ","2.8",""
"Total","From 55 to 64 years","Iceland","Percentage","2014","All ISCED 2011 levels ","1.8",""
"Total","From 55 to 64 years","Norway","Percentage","2014","All ISCED 2011 levels ",":","u"
"Total","From 55 to 64 years","Turkey","Percentage","2014","All ISCED 2011 levels ","0.7",""
"Total","From 65 to 74 years","European Union (current composition)","Percentage","2014","All ISCED 2011 levels ","4.6",""
"Total","From 65 to 74 years","Belgium","Percentage","2014","All ISCED 2011 levels ","15.1",""
"Total","From 65 to 74 years","Bulgaria","Percentage","2014","All ISCED 2011 levels ","5.7",""
"Total","From 65 to 74 years","Czechia","Percentage","2014","All ISCED 2011 levels ","2.8",""
"Total","From 65 to 74 years","Denmark","Percentage","2014","All ISCED 2011 levels ","5.4",""
"Total","From 65 to 74 years","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","2.1",""
"Total","From 65 to 74 years","Estonia","Percentage","2014","All ISCED 2011 levels ","2.8",""
"Total","From 65 to 74 years","Ireland","Percentage","2014","All ISCED 2011 levels ","3.6",""
"Total","From 65 to 74 years","Greece","Percentage","2014","All ISCED 2011 levels ","5.1",""
"Total","From 65 to 74 years","Spain","Percentage","2014","All ISCED 2011 levels ","3.9",""
"Total","From 65 to 74 years","France","Percentage","2014","All ISCED 2011 levels ","10.4",""
"Total","From 65 to 74 years","Croatia","Percentage","2014","All ISCED 2011 levels ","2.6",""
"Total","From 65 to 74 years","Italy","Percentage","2014","All ISCED 2011 levels ","3.6",""
"Total","From 65 to 74 years","Cyprus","Percentage","2014","All ISCED 2011 levels ","2.3",""
"Total","From 65 to 74 years","Latvia","Percentage","2014","All ISCED 2011 levels ","2.5",""
"Total","From 65 to 74 years","Lithuania","Percentage","2014","All ISCED 2011 levels ","2.9",""
"Total","From 65 to 74 years","Luxembourg","Percentage","2014","All ISCED 2011 levels ","6.1",""
"Total","From 65 to 74 years","Hungary","Percentage","2014","All ISCED 2011 levels ","6.1",""
"Total","From 65 to 74 years","Malta","Percentage","2014","All ISCED 2011 levels ","9.5",""
"Total","From 65 to 74 years","Netherlands","Percentage","2014","All ISCED 2011 levels ","9.6",""
"Total","From 65 to 74 years","Austria","Percentage","2014","All ISCED 2011 levels ","2.0",""
"Total","From 65 to 74 years","Poland","Percentage","2014","All ISCED 2011 levels ","3.3",""
"Total","From 65 to 74 years","Portugal","Percentage","2014","All ISCED 2011 levels ","3.0",""
"Total","From 65 to 74 years","Romania","Percentage","2014","All ISCED 2011 levels ","2.6",""
"Total","From 65 to 74 years","Slovenia","Percentage","2014","All ISCED 2011 levels ","3.6",""
"Total","From 65 to 74 years","Slovakia","Percentage","2014","All ISCED 2011 levels ","4.2",""
"Total","From 65 to 74 years","Finland","Percentage","2014","All ISCED 2011 levels ","3.9",""
"Total","From 65 to 74 years","Sweden","Percentage","2014","All ISCED 2011 levels ","1.3",""
"Total","From 65 to 74 years","United Kingdom","Percentage","2014","All ISCED 2011 levels ","3.7",""
"Total","From 65 to 74 years","Iceland","Percentage","2014","All ISCED 2011 levels ","4.2",""
"Total","From 65 to 74 years","Norway","Percentage","2014","All ISCED 2011 levels ","5.3",""
"Total","From 65 to 74 years","Turkey","Percentage","2014","All ISCED 2011 levels ","0.8",""
"Total","65 years or over","European Union (current composition)","Percentage","2014","All ISCED 2011 levels ","10.6",""
"Total","65 years or over","Belgium","Percentage","2014","All ISCED 2011 levels ","24.7",""
"Total","65 years or over","Bulgaria","Percentage","2014","All ISCED 2011 levels ","7.4",""
"Total","65 years or over","Czechia","Percentage","2014","All ISCED 2011 levels ","8.2",""
"Total","65 years or over","Denmark","Percentage","2014","All ISCED 2011 levels ","14.2",""
"Total","65 years or over","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","6.3",""
"Total","65 years or over","Estonia","Percentage","2014","All ISCED 2011 levels ","4.5",""
"Total","65 years or over","Ireland","Percentage","2014","All ISCED 2011 levels ","10.8",""
"Total","65 years or over","Greece","Percentage","2014","All ISCED 2011 levels ","8.3",""
"Total","65 years or over","Spain","Percentage","2014","All ISCED 2011 levels ","12.4",""
"Total","65 years or over","France","Percentage","2014","All ISCED 2011 levels ","21.4",""
"Total","65 years or over","Croatia","Percentage","2014","All ISCED 2011 levels ","5.9",""
"Total","65 years or over","Italy","Percentage","2014","All ISCED 2011 levels ","10.6",""
"Total","65 years or over","Cyprus","Percentage","2014","All ISCED 2011 levels ","9.1",""
"Total","65 years or over","Latvia","Percentage","2014","All ISCED 2011 levels ","5.7",""
"Total","65 years or over","Lithuania","Percentage","2014","All ISCED 2011 levels ","5.2",""
"Total","65 years or over","Luxembourg","Percentage","2014","All ISCED 2011 levels ","9.3",""
"Total","65 years or over","Hungary","Percentage","2014","All ISCED 2011 levels ","10.0",""
"Total","65 years or over","Malta","Percentage","2014","All ISCED 2011 levels ","23.6",""
"Total","65 years or over","Netherlands","Percentage","2014","All ISCED 2011 levels ","21.3",""
"Total","65 years or over","Austria","Percentage","2014","All ISCED 2011 levels ","5.6",""
"Total","65 years or over","Poland","Percentage","2014","All ISCED 2011 levels ","7.4",""
"Total","65 years or over","Portugal","Percentage","2014","All ISCED 2011 levels ","6.5",""
"Total","65 years or over","Romania","Percentage","2014","All ISCED 2011 levels ","4.7",""
"Total","65 years or over","Slovenia","Percentage","2014","All ISCED 2011 levels ","8.3",""
"Total","65 years or over","Slovakia","Percentage","2014","All ISCED 2011 levels ","6.9",""
"Total","65 years or over","Finland","Percentage","2014","All ISCED 2011 levels ","12.8",""
"Total","65 years or over","Sweden","Percentage","2014","All ISCED 2011 levels ","5.4",""
"Total","65 years or over","United Kingdom","Percentage","2014","All ISCED 2011 levels ","7.5",""
"Total","65 years or over","Iceland","Percentage","2014","All ISCED 2011 levels ","16.6",""
"Total","65 years or over","Norway","Percentage","2014","All ISCED 2011 levels ","11.2",""
"Total","65 years or over","Turkey","Percentage","2014","All ISCED 2011 levels ","1.6",""
"Total","75 years or over","European Union (current composition)","Percentage","2014","All ISCED 2011 levels ","17.4",""
"Total","75 years or over","Belgium","Percentage","2014","All ISCED 2011 levels ","34.2",""
"Total","75 years or over","Bulgaria","Percentage","2014","All ISCED 2011 levels ","10.0",""
"Total","75 years or over","Czechia","Percentage","2014","All ISCED 2011 levels ","16.5",""
"Total","75 years or over","Denmark","Percentage","2014","All ISCED 2011 levels ","27.4",""
"Total","75 years or over","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","10.6",""
"Total","75 years or over","Estonia","Percentage","2014","All ISCED 2011 levels ","6.3",""
"Total","75 years or over","Ireland","Percentage","2014","All ISCED 2011 levels ","20.9",""
"Total","75 years or over","Greece","Percentage","2014","All ISCED 2011 levels ","11.4",""
"Total","75 years or over","Spain","Percentage","2014","All ISCED 2011 levels ","21.6",""
"Total","75 years or over","France","Percentage","2014","All ISCED 2011 levels ","33.3",""
"Total","75 years or over","Croatia","Percentage","2014","All ISCED 2011 levels ","9.6",""
"Total","75 years or over","Italy","Percentage","2014","All ISCED 2011 levels ","17.4",""
"Total","75 years or over","Cyprus","Percentage","2014","All ISCED 2011 levels ","18.9",""
"Total","75 years or over","Latvia","Percentage","2014","All ISCED 2011 levels ","9.3",""
"Total","75 years or over","Lithuania","Percentage","2014","All ISCED 2011 levels ","7.7",""
"Total","75 years or over","Luxembourg","Percentage","2014","All ISCED 2011 levels ","14.5",""
"Total","75 years or over","Hungary","Percentage","2014","All ISCED 2011 levels ","15.6",""
"Total","75 years or over","Malta","Percentage","2014","All ISCED 2011 levels ","43.3",""
"Total","75 years or over","Netherlands","Percentage","2014","All ISCED 2011 levels ","38.5",""
"Total","75 years or over","Austria","Percentage","2014","All ISCED 2011 levels ","10.1",""
"Total","75 years or over","Poland","Percentage","2014","All ISCED 2011 levels ","12.5",""
"Total","75 years or over","Portugal","Percentage","2014","All ISCED 2011 levels ","10.2",""
"Total","75 years or over","Romania","Percentage","2014","All ISCED 2011 levels ","7.2",""
"Total","75 years or over","Slovenia","Percentage","2014","All ISCED 2011 levels ","13.6",""
"Total","75 years or over","Slovakia","Percentage","2014","All ISCED 2011 levels ","10.9",""
"Total","75 years or over","Finland","Percentage","2014","All ISCED 2011 levels ","24.9",""
"Total","75 years or over","Sweden","Percentage","2014","All ISCED 2011 levels ","10.9",""
"Total","75 years or over","United Kingdom","Percentage","2014","All ISCED 2011 levels ","12.1",""
"Total","75 years or over","Iceland","Percentage","2014","All ISCED 2011 levels ","32.5",""
"Total","75 years or over","Norway","Percentage","2014","All ISCED 2011 levels ","18.9",""
"Total","75 years or over","Turkey","Percentage","2014","All ISCED 2011 levels ","2.9",""
"Males","Total","European Union (current composition)","Percentage","2014","All ISCED 2011 levels ","2.9",""
"Males","Total","Belgium","Percentage","2014","All ISCED 2011 levels ","7.5",""
"Males","Total","Bulgaria","Percentage","2014","All ISCED 2011 levels ","2.6",""
"Males","Total","Czechia","Percentage","2014","All ISCED 2011 levels ","1.6",""
"Males","Total","Denmark","Percentage","2014","All ISCED 2011 levels ","3.6",""
"Males","Total","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","1.5",""
"Males","Total","Estonia","Percentage","2014","All ISCED 2011 levels ","1.1",""
"Males","Total","Ireland","Percentage","2014","All ISCED 2011 levels ","2.3",""
"Males","Total","Greece","Percentage","2014","All ISCED 2011 levels ","2.7",""
"Males","Total","Spain","Percentage","2014","All ISCED 2011 levels ","2.7",""
"Males","Total","France","Percentage","2014","All ISCED 2011 levels ","7.8",""
"Males","Total","Croatia","Percentage","2014","All ISCED 2011 levels ","1.1",""
"Males","Total","Italy","Percentage","2014","All ISCED 2011 levels ","2.4",""
"Males","Total","Cyprus","Percentage","2014","All ISCED 2011 levels ","0.9",""
"Males","Total","Latvia","Percentage","2014","All ISCED 2011 levels ","1.2",""
"Males","Total","Lithuania","Percentage","2014","All ISCED 2011 levels ","1.2",""
"Males","Total","Luxembourg","Percentage","2014","All ISCED 2011 levels ","3.9",""
"Males","Total","Hungary","Percentage","2014","All ISCED 2011 levels ","2.0",""
"Males","Total","Malta","Percentage","2014","All ISCED 2011 levels ","3.8",""
"Males","Total","Netherlands","Percentage","2014","All ISCED 2011 levels ","4.2",""
"Males","Total","Austria","Percentage","2014","All ISCED 2011 levels ","1.3",""
"Males","Total","Poland","Percentage","2014","All ISCED 2011 levels ","1.5",""
"Males","Total","Portugal","Percentage","2014","All ISCED 2011 levels ","1.5",""
"Males","Total","Romania","Percentage","2014","All ISCED 2011 levels ","0.9",""
"Males","Total","Slovenia","Percentage","2014","All ISCED 2011 levels ","1.8",""
"Males","Total","Slovakia","Percentage","2014","All ISCED 2011 levels ","0.8",""
"Males","Total","Finland","Percentage","2014","All ISCED 2011 levels ","3.5",""
"Males","Total","Sweden","Percentage","2014","All ISCED 2011 levels ","1.8",""
"Males","Total","United Kingdom","Percentage","2014","All ISCED 2011 levels ","2.4",""
"Males","Total","Iceland","Percentage","2014","All ISCED 2011 levels ","4.6",""
"Males","Total","Norway","Percentage","2014","All ISCED 2011 levels ",":","u"
"Males","Total","Turkey","Percentage","2014","All ISCED 2011 levels ","0.4",""
"Males","From 15 to 24 years","European Union (current composition)","Percentage","2014","All ISCED 2011 levels ","1.0",""
"Males","From 15 to 24 years","Belgium","Percentage","2014","All ISCED 2011 levels ","2.4",""
"Males","From 15 to 24 years","Bulgaria","Percentage","2014","All ISCED 2011 levels ","1.5",""
"Males","From 15 to 24 years","Czechia","Percentage","2014","All ISCED 2011 levels ","0",""
"Males","From 15 to 24 years","Denmark","Percentage","2014","All ISCED 2011 levels ","0.4",""
"Males","From 15 to 24 years","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","0.4",""
"Males","From 15 to 24 years","Estonia","Percentage","2014","All ISCED 2011 levels ","0",""
"Males","From 15 to 24 years","Ireland","Percentage","2014","All ISCED 2011 levels ","0.7",""
"Males","From 15 to 24 years","Greece","Percentage","2014","All ISCED 2011 levels ","1.4",""
"Males","From 15 to 24 years","Spain","Percentage","2014","All ISCED 2011 levels ","1.0",""
"Males","From 15 to 24 years","France","Percentage","2014","All ISCED 2011 levels ","3.4",""
"Males","From 15 to 24 years","Croatia","Percentage","2014","All ISCED 2011 levels ","0.2",""
"Males","From 15 to 24 years","Italy","Percentage","2014","All ISCED 2011 levels ","0.6",""
"Males","From 15 to 24 years","Cyprus","Percentage","2014","All ISCED 2011 levels ","0",""
"Males","From 15 to 24 years","Latvia","Percentage","2014","All ISCED 2011 levels ","0.3",""
"Males","From 15 to 24 years","Lithuania","Percentage","2014","All ISCED 2011 levels ","0.3",""
"Males","From 15 to 24 years","Luxembourg","Percentage","2014","All ISCED 2011 levels ","2.9",""
"Males","From 15 to 24 years","Hungary","Percentage","2014","All ISCED 2011 levels ","0.7",""
"Males","From 15 to 24 years","Malta","Percentage","2014","All ISCED 2011 levels ","0.4",""
"Males","From 15 to 24 years","Netherlands","Percentage","2014","All ISCED 2011 levels ","1.1",""
"Males","From 15 to 24 years","Austria","Percentage","2014","All ISCED 2011 levels ","0.3",""
"Males","From 15 to 24 years","Poland","Percentage","2014","All ISCED 2011 levels ","0.1",""
"Males","From 15 to 24 years","Portugal","Percentage","2014","All ISCED 2011 levels ","0.1",""
"Males","From 15 to 24 years","Romania","Percentage","2014","All ISCED 2011 levels ","0.3",""
"Males","From 15 to 24 years","Slovenia","Percentage","2014","All ISCED 2011 levels ","0.6",""
"Males","From 15 to 24 years","Slovakia","Percentage","2014","All ISCED 2011 levels ","0",""
"Males","From 15 to 24 years","Finland","Percentage","2014","All ISCED 2011 levels ","0",""
"Males","From 15 to 24 years","Sweden","Percentage","2014","All ISCED 2011 levels ","1.3",""
"Males","From 15 to 24 years","United Kingdom","Percentage","2014","All ISCED 2011 levels ","1.0",""
"Males","From 15 to 24 years","Iceland","Percentage","2014","All ISCED 2011 levels ","1.5",""
"Males","From 15 to 24 years","Norway","Percentage","2014","All ISCED 2011 levels ",":","u"
"Males","From 15 to 24 years","Turkey","Percentage","2014","All ISCED 2011 levels ","0.1",""
"Males","From 15 to 29 years","European Union (current composition)","Percentage","2014","All ISCED 2011 levels ","1.2",""
"Males","From 15 to 29 years","Belgium","Percentage","2014","All ISCED 2011 levels ","2.7",""
"Males","From 15 to 29 years","Bulgaria","Percentage","2014","All ISCED 2011 levels ","0.9",""
"Males","From 15 to 29 years","Czechia","Percentage","2014","All ISCED 2011 levels ","0.3",""
"Males","From 15 to 29 years","Denmark","Percentage","2014","All ISCED 2011 levels ","0.8",""
"Males","From 15 to 29 years","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","0.7",""
"Males","From 15 to 29 years","Estonia","Percentage","2014","All ISCED 2011 levels ","0",""
"Males","From 15 to 29 years","Ireland","Percentage","2014","All ISCED 2011 levels ","0.8",""
"Males","From 15 to 29 years","Greece","Percentage","2014","All ISCED 2011 levels ","1.9",""
"Males","From 15 to 29 years","Spain","Percentage","2014","All ISCED 2011 levels ","0.9",""
"Males","From 15 to 29 years","France","Percentage","2014","All ISCED 2011 levels ","4.2",""
"Males","From 15 to 29 years","Croatia","Percentage","2014","All ISCED 2011 levels ","0.2",""
"Males","From 15 to 29 years","Italy","Percentage","2014","All ISCED 2011 levels ","0.7",""
"Males","From 15 to 29 years","Cyprus","Percentage","2014","All ISCED 2011 levels ","0",""
"Males","From 15 to 29 years","Latvia","Percentage","2014","All ISCED 2011 levels ","0.3",""
"Males","From 15 to 29 years","Lithuania","Percentage","2014","All ISCED 2011 levels ","0.7",""
"Males","From 15 to 29 years","Luxembourg","Percentage","2014","All ISCED 2011 levels ","2.8",""
"Males","From 15 to 29 years","Hungary","Percentage","2014","All ISCED 2011 levels ","1.1",""
"Males","From 15 to 29 years","Malta","Percentage","2014","All ISCED 2011 levels ","0.3",""
"Males","From 15 to 29 years","Netherlands","Percentage","2014","All ISCED 2011 levels ","1.0",""
"Males","From 15 to 29 years","Austria","Percentage","2014","All ISCED 2011 levels ","0.4",""
"Males","From 15 to 29 years","Poland","Percentage","2014","All ISCED 2011 levels ","0.2",""
"Males","From 15 to 29 years","Portugal","Percentage","2014","All ISCED 2011 levels ","0.2",""
"Males","From 15 to 29 years","Romania","Percentage","2014","All ISCED 2011 levels ","0.2",""
"Males","From 15 to 29 years","Slovenia","Percentage","2014","All ISCED 2011 levels ","0.9",""
"Males","From 15 to 29 years","Slovakia","Percentage","2014","All ISCED 2011 levels ","0",""
"Males","From 15 to 29 years","Finland","Percentage","2014","All ISCED 2011 levels ","0.8",""
"Males","From 15 to 29 years","Sweden","Percentage","2014","All ISCED 2011 levels ","1.1",""
"Males","From 15 to 29 years","United Kingdom","Percentage","2014","All ISCED 2011 levels ","0.8",""
"Males","From 15 to 29 years","Iceland","Percentage","2014","All ISCED 2011 levels ","1.7",""
"Males","From 15 to 29 years","Norway","Percentage","2014","All ISCED 2011 levels ",":","u"
"Males","From 15 to 29 years","Turkey","Percentage","2014","All ISCED 2011 levels ","0.1",""
"Males","From 15 to 44 years","European Union (current composition)","Percentage","2014","All ISCED 2011 levels ","1.3",""
"Males","From 15 to 44 years","Belgium","Percentage","2014","All ISCED 2011 levels ","3.9",""
"Males","From 15 to 44 years","Bulgaria","Percentage","2014","All ISCED 2011 levels ","1.0",""
"Males","From 15 to 44 years","Czechia","Percentage","2014","All ISCED 2011 levels ","0.2",""
"Males","From 15 to 44 years","Denmark","Percentage","2014","All ISCED 2011 levels ","0.9",""
"Males","From 15 to 44 years","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","0.7",""
"Males","From 15 to 44 years","Estonia","Percentage","2014","All ISCED 2011 levels ","0.4",""
"Males","From 15 to 44 years","Ireland","Percentage","2014","All ISCED 2011 levels ","0.8",""
"Males","From 15 to 44 years","Greece","Percentage","2014","All ISCED 2011 levels ","1.3",""
"Males","From 15 to 44 years","Spain","Percentage","2014","All ISCED 2011 levels ","0.8",""
"Males","From 15 to 44 years","France","Percentage","2014","All ISCED 2011 levels ","4.6",""
"Males","From 15 to 44 years","Croatia","Percentage","2014","All ISCED 2011 levels ","0.3",""
"Males","From 15 to 44 years","Italy","Percentage","2014","All ISCED 2011 levels ","0.7",""
"Males","From 15 to 44 years","Cyprus","Percentage","2014","All ISCED 2011 levels ","0.1",""
"Males","From 15 to 44 years","Latvia","Percentage","2014","All ISCED 2011 levels ","0.3",""
"Males","From 15 to 44 years","Lithuania","Percentage","2014","All ISCED 2011 levels ","0.6",""
"Males","From 15 to 44 years","Luxembourg","Percentage","2014","All ISCED 2011 levels ","2.4",""
"Males","From 15 to 44 years","Hungary","Percentage","2014","All ISCED 2011 levels ","1.2",""
"Males","From 15 to 44 years","Malta","Percentage","2014","All ISCED 2011 levels ","0.8",""
"Males","From 15 to 44 years","Netherlands","Percentage","2014","All ISCED 2011 levels ","1.5",""
"Males","From 15 to 44 years","Austria","Percentage","2014","All ISCED 2011 levels ","0.6",""
"Males","From 15 to 44 years","Poland","Percentage","2014","All ISCED 2011 levels ","0.5",""
"Males","From 15 to 44 years","Portugal","Percentage","2014","All ISCED 2011 levels ","0.4",""
"Males","From 15 to 44 years","Romania","Percentage","2014","All ISCED 2011 levels ","0.3",""
"Males","From 15 to 44 years","Slovenia","Percentage","2014","All ISCED 2011 levels ","0.8",""
"Males","From 15 to 44 years","Slovakia","Percentage","2014","All ISCED 2011 levels ","0",""
"Males","From 15 to 44 years","Finland","Percentage","2014","All ISCED 2011 levels ","1.4",""
"Males","From 15 to 44 years","Sweden","Percentage","2014","All ISCED 2011 levels ","0.7",""
"Males","From 15 to 44 years","United Kingdom","Percentage","2014","All ISCED 2011 levels ","1.1",""
"Males","From 15 to 44 years","Iceland","Percentage","2014","All ISCED 2011 levels ","3.1",""
"Males","From 15 to 44 years","Norway","Percentage","2014","All ISCED 2011 levels ",":","u"
"Males","From 15 to 44 years","Turkey","Percentage","2014","All ISCED 2011 levels ","0.2",""
"Males","From 15 to 64 years","European Union (current composition)","Percentage","2014","All ISCED 2011 levels ","1.6",""
"Males","From 15 to 64 years","Belgium","Percentage","2014","All ISCED 2011 levels ","4.8",""
"Males","From 15 to 64 years","Bulgaria","Percentage","2014","All ISCED 2011 levels ","1.6",""
"Males","From 15 to 64 years","Czechia","Percentage","2014","All ISCED 2011 levels ","0.3",""
"Males","From 15 to 64 years","Denmark","Percentage","2014","All ISCED 2011 levels ","1.8",""
"Males","From 15 to 64 years","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","0.8",""
"Males","From 15 to 64 years","Estonia","Percentage","2014","All ISCED 2011 levels ","0.5",""
"Males","From 15 to 64 years","Ireland","Percentage","2014","All ISCED 2011 levels ","1.0",""
"Males","From 15 to 64 years","Greece","Percentage","2014","All ISCED 2011 levels ","1.3",""
"Males","From 15 to 64 years","Spain","Percentage","2014","All ISCED 2011 levels ","1.4",""
"Males","From 15 to 64 years","France","Percentage","2014","All ISCED 2011 levels ","5.2",""
"Males","From 15 to 64 years","Croatia","Percentage","2014","All ISCED 2011 levels ","0.5",""
"Males","From 15 to 64 years","Italy","Percentage","2014","All ISCED 2011 levels ","1.0",""
"Males","From 15 to 64 years","Cyprus","Percentage","2014","All ISCED 2011 levels ","0.2",""
"Males","From 15 to 64 years","Latvia","Percentage","2014","All ISCED 2011 levels ","0.8",""
"Males","From 15 to 64 years","Lithuania","Percentage","2014","All ISCED 2011 levels ","0.9",""
"Males","From 15 to 64 years","Luxembourg","Percentage","2014","All ISCED 2011 levels ","2.8",""
"Males","From 15 to 64 years","Hungary","Percentage","2014","All ISCED 2011 levels ","1.2",""
"Males","From 15 to 64 years","Malta","Percentage","2014","All ISCED 2011 levels ","1.5",""
"Males","From 15 to 64 years","Netherlands","Percentage","2014","All ISCED 2011 levels ","2.0",""
"Males","From 15 to 64 years","Austria","Percentage","2014","All ISCED 2011 levels ","0.6",""
"Males","From 15 to 64 years","Poland","Percentage","2014","All ISCED 2011 levels ","0.7",""
"Males","From 15 to 64 years","Portugal","Percentage","2014","All ISCED 2011 levels ","0.4",""
"Males","From 15 to 64 years","Romania","Percentage","2014","All ISCED 2011 levels ","0.4",""
"Males","From 15 to 64 years","Slovenia","Percentage","2014","All ISCED 2011 levels ","1.1",""
"Males","From 15 to 64 years","Slovakia","Percentage","2014","All ISCED 2011 levels ","0.2",""
"Males","From 15 to 64 years","Finland","Percentage","2014","All ISCED 2011 levels ","2.0",""
"Males","From 15 to 64 years","Sweden","Percentage","2014","All ISCED 2011 levels ","1.0",""
"Males","From 15 to 64 years","United Kingdom","Percentage","2014","All ISCED 2011 levels ","1.5",""
"Males","From 15 to 64 years","Iceland","Percentage","2014","All ISCED 2011 levels ","2.5",""
"Males","From 15 to 64 years","Norway","Percentage","2014","All ISCED 2011 levels ",":","u"
"Males","From 15 to 64 years","Turkey","Percentage","2014","All ISCED 2011 levels ","0.3",""
"Males","From 25 to 34 years","European Union (current composition)","Percentage","2014","All ISCED 2011 levels ","1.2",""
"Males","From 25 to 34 years","Belgium","Percentage","2014","All ISCED 2011 levels ","3.2",""
"Males","From 25 to 34 years","Bulgaria","Percentage","2014","All ISCED 2011 levels ","0.4",""
"Males","From 25 to 34 years","Czechia","Percentage","2014","All ISCED 2011 levels ","0.3",""
"Males","From 25 to 34 years","Denmark","Percentage","2014","All ISCED 2011 levels ","1.6",""
"Males","From 25 to 34 years","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","0.8",""
"Males","From 25 to 34 years","Estonia","Percentage","2014","All ISCED 2011 levels ","0.4",""
"Males","From 25 to 34 years","Ireland","Percentage","2014","All ISCED 2011 levels ","0.7",""
"Males","From 25 to 34 years","Greece","Percentage","2014","All ISCED 2011 levels ","2.1",""
"Males","From 25 to 34 years","Spain","Percentage","2014","All ISCED 2011 levels ","0.5",""
"Males","From 25 to 34 years","France","Percentage","2014","All ISCED 2011 levels ","4.8",""
"Males","From 25 to 34 years","Croatia","Percentage","2014","All ISCED 2011 levels ","0.6",""
"Males","From 25 to 34 years","Italy","Percentage","2014","All ISCED 2011 levels ","0.8",""
"Males","From 25 to 34 years","Cyprus","Percentage","2014","All ISCED 2011 levels ","0",""
"Males","From 25 to 34 years","Latvia","Percentage","2014","All ISCED 2011 levels ","0.1",""
"Males","From 25 to 34 years","Lithuania","Percentage","2014","All ISCED 2011 levels ","1.1",""
"Males","From 25 to 34 years","Luxembourg","Percentage","2014","All ISCED 2011 levels ","2.4",""
"Males","From 25 to 34 years","Hungary","Percentage","2014","All ISCED 2011 levels ","1.5",""
"Males","From 25 to 34 years","Malta","Percentage","2014","All ISCED 2011 levels ","0.5",""
"Males","From 25 to 34 years","Netherlands","Percentage","2014","All ISCED 2011 levels ","2.0",""
"Males","From 25 to 34 years","Austria","Percentage","2014","All ISCED 2011 levels ","0.9",""
"Males","From 25 to 34 years","Poland","Percentage","2014","All ISCED 2011 levels ","0.5",""
"Males","From 25 to 34 years","Portugal","Percentage","2014","All ISCED 2011 levels ","0.7",""
"Males","From 25 to 34 years","Romania","Percentage","2014","All ISCED 2011 levels ","0.2",""
"Males","From 25 to 34 years","Slovenia","Percentage","2014","All ISCED 2011 levels ","1.1",""
"Males","From 25 to 34 years","Slovakia","Percentage","2014","All ISCED 2011 levels ","0",""
"Males","From 25 to 34 years","Finland","Percentage","2014","All ISCED 2011 levels ","2.4",""
"Males","From 25 to 34 years","Sweden","Percentage","2014","All ISCED 2011 levels ","0.3",""
"Males","From 25 to 34 years","United Kingdom","Percentage","2014","All ISCED 2011 levels ","0.6",""
"Males","From 25 to 34 years","Iceland","Percentage","2014","All ISCED 2011 levels ","5.1",""
"Males","From 25 to 34 years","Norway","Percentage","2014","All ISCED 2011 levels ",":","u"
"Males","From 25 to 34 years","Turkey","Percentage","2014","All ISCED 2011 levels ","0.2",""
"Males","From 35 to 44 years","European Union (current composition)","Percentage","2014","All ISCED 2011 levels ","1.5",""
"Males","From 35 to 44 years","Belgium","Percentage","2014","All ISCED 2011 levels ","5.8",""
"Males","From 35 to 44 years","Bulgaria","Percentage","2014","All ISCED 2011 levels ","1.3",""
"Males","From 35 to 44 years","Czechia","Percentage","2014","All ISCED 2011 levels ","0.2",""
"Males","From 35 to 44 years","Denmark","Percentage","2014","All ISCED 2011 levels ","0.9",""
"Males","From 35 to 44 years","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","0.8",""
