"ISCO08","TIME","GEO","UNIT","Value","Flag and Footnotes"
"Medical doctors","2009","France","Full time equivalent per hundred thousand inhabitants","167.57",""
"Medical doctors","2009","Croatia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2009","Italy","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2009","Cyprus","Full time equivalent per hundred thousand inhabitants","75.87",""
"Medical doctors","2009","Latvia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2009","Lithuania","Full time equivalent per hundred thousand inhabitants","279.72",""
"Medical doctors","2009","Luxembourg","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2009","Hungary","Full time equivalent per hundred thousand inhabitants","128.96",""
"Medical doctors","2009","Malta","Full time equivalent per hundred thousand inhabitants","148.55",""
"Medical doctors","2009","Netherlands","Full time equivalent per hundred thousand inhabitants","115.01",""
"Medical doctors","2009","Austria","Full time equivalent per hundred thousand inhabitants","244.46",""
"Medical doctors","2009","Poland","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2009","Portugal","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2009","Romania","Full time equivalent per hundred thousand inhabitants","104.59",""
"Medical doctors","2009","Slovenia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2009","Slovakia","Full time equivalent per hundred thousand inhabitants","151.68",""
"Medical doctors","2009","Finland","Full time equivalent per hundred thousand inhabitants","151.65",""
"Medical doctors","2009","United Kingdom","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2009","Iceland","Full time equivalent per hundred thousand inhabitants","174.50",""
"Medical doctors","2009","Liechtenstein","Full time equivalent per hundred thousand inhabitants","25.40",""
"Medical doctors","2009","Norway","Full time equivalent per hundred thousand inhabitants","234.58",""
"Medical doctors","2009","Switzerland","Full time equivalent per hundred thousand inhabitants","225.17",""
"Medical doctors","2009","Montenegro","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2009","Former Yugoslav Republic of Macedonia, the","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2009","Albania","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2009","Serbia","Full time equivalent per hundred thousand inhabitants","146.68",""
"Medical doctors","2009","Turkey","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2010","Belgium","Full time equivalent per hundred thousand inhabitants","56.40",""
"Medical doctors","2010","Bulgaria","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2010","Czechia","Full time equivalent per hundred thousand inhabitants","186.69",""
"Medical doctors","2010","Denmark","Full time equivalent per hundred thousand inhabitants","258.40",""
"Medical doctors","2010","Germany (until 1990 former territory of the FRG)","Full time equivalent per hundred thousand inhabitants","174.87",""
"Medical doctors","2010","Estonia","Full time equivalent per hundred thousand inhabitants","198.72",""
"Medical doctors","2010","Ireland","Full time equivalent per hundred thousand inhabitants","131.52",""
"Medical doctors","2010","Greece","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2010","Spain","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2010","France","Full time equivalent per hundred thousand inhabitants","167.93",""
"Medical doctors","2010","Croatia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2010","Italy","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2010","Cyprus","Full time equivalent per hundred thousand inhabitants","76.44",""
"Medical doctors","2010","Latvia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2010","Lithuania","Full time equivalent per hundred thousand inhabitants","299.55",""
"Medical doctors","2010","Luxembourg","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2010","Hungary","Full time equivalent per hundred thousand inhabitants","153.46",""
"Medical doctors","2010","Malta","Full time equivalent per hundred thousand inhabitants","151.94",""
"Medical doctors","2010","Netherlands","Full time equivalent per hundred thousand inhabitants","117.73",""
"Medical doctors","2010","Austria","Full time equivalent per hundred thousand inhabitants","248.39",""
"Medical doctors","2010","Poland","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2010","Portugal","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2010","Romania","Full time equivalent per hundred thousand inhabitants","118.14",""
"Medical doctors","2010","Slovenia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2010","Slovakia","Full time equivalent per hundred thousand inhabitants","155.68",""
"Medical doctors","2010","Finland","Full time equivalent per hundred thousand inhabitants","152.32",""
"Medical doctors","2010","United Kingdom","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2010","Iceland","Full time equivalent per hundred thousand inhabitants","170.05",""
"Medical doctors","2010","Liechtenstein","Full time equivalent per hundred thousand inhabitants","32.48",""
"Medical doctors","2010","Norway","Full time equivalent per hundred thousand inhabitants","234.66",""
"Medical doctors","2010","Switzerland","Full time equivalent per hundred thousand inhabitants","221.82",""
"Medical doctors","2010","Montenegro","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2010","Former Yugoslav Republic of Macedonia, the","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2010","Albania","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2010","Serbia","Full time equivalent per hundred thousand inhabitants","150.59",""
"Medical doctors","2010","Turkey","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2011","Belgium","Full time equivalent per hundred thousand inhabitants","57.91",""
"Medical doctors","2011","Bulgaria","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2011","Czechia","Full time equivalent per hundred thousand inhabitants","191.09",""
"Medical doctors","2011","Denmark","Full time equivalent per hundred thousand inhabitants","260.12",""
"Medical doctors","2011","Germany (until 1990 former territory of the FRG)","Full time equivalent per hundred thousand inhabitants","179.71",""
"Medical doctors","2011","Estonia","Full time equivalent per hundred thousand inhabitants","198.59",""
"Medical doctors","2011","Ireland","Full time equivalent per hundred thousand inhabitants","137.10",""
"Medical doctors","2011","Greece","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2011","Spain","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2011","France","Full time equivalent per hundred thousand inhabitants","169.14",""
"Medical doctors","2011","Croatia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2011","Italy","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2011","Cyprus","Full time equivalent per hundred thousand inhabitants","89.55",""
"Medical doctors","2011","Latvia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2011","Lithuania","Full time equivalent per hundred thousand inhabitants","322.49",""
"Medical doctors","2011","Luxembourg","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2011","Hungary","Full time equivalent per hundred thousand inhabitants","166.36",""
"Medical doctors","2011","Malta","Full time equivalent per hundred thousand inhabitants","177.91",""
"Medical doctors","2011","Netherlands","Full time equivalent per hundred thousand inhabitants","117.71",""
"Medical doctors","2011","Austria","Full time equivalent per hundred thousand inhabitants","251.13",""
"Medical doctors","2011","Poland","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2011","Portugal","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2011","Romania","Full time equivalent per hundred thousand inhabitants","119.41",""
"Medical doctors","2011","Slovenia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2011","Slovakia","Full time equivalent per hundred thousand inhabitants","153.35",""
"Medical doctors","2011","Finland","Full time equivalent per hundred thousand inhabitants","138.92",""
"Medical doctors","2011","United Kingdom","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2011","Iceland","Full time equivalent per hundred thousand inhabitants","174.23",""
"Medical doctors","2011","Liechtenstein","Full time equivalent per hundred thousand inhabitants","28.81",""
"Medical doctors","2011","Norway","Full time equivalent per hundred thousand inhabitants","238.11",""
"Medical doctors","2011","Switzerland","Full time equivalent per hundred thousand inhabitants","228.24",""
"Medical doctors","2011","Montenegro","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2011","Former Yugoslav Republic of Macedonia, the","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2011","Albania","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2011","Serbia","Full time equivalent per hundred thousand inhabitants","152.20",""
"Medical doctors","2011","Turkey","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2012","Belgium","Full time equivalent per hundred thousand inhabitants","59.71",""
"Medical doctors","2012","Bulgaria","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2012","Czechia","Full time equivalent per hundred thousand inhabitants","193.96",""
"Medical doctors","2012","Denmark","Full time equivalent per hundred thousand inhabitants","264.61",""
"Medical doctors","2012","Germany (until 1990 former territory of the FRG)","Full time equivalent per hundred thousand inhabitants","184.30",""
"Medical doctors","2012","Estonia","Full time equivalent per hundred thousand inhabitants","202.58",""
"Medical doctors","2012","Ireland","Full time equivalent per hundred thousand inhabitants","136.67",""
"Medical doctors","2012","Greece","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2012","Spain","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2012","France","Full time equivalent per hundred thousand inhabitants","172.95",""
"Medical doctors","2012","Croatia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2012","Italy","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2012","Cyprus","Full time equivalent per hundred thousand inhabitants","86.46",""
"Medical doctors","2012","Latvia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2012","Lithuania","Full time equivalent per hundred thousand inhabitants","336.94",""
"Medical doctors","2012","Luxembourg","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2012","Hungary","Full time equivalent per hundred thousand inhabitants","158.03",""
"Medical doctors","2012","Malta","Full time equivalent per hundred thousand inhabitants","187.87",""
"Medical doctors","2012","Netherlands","Full time equivalent per hundred thousand inhabitants","133.01",""
"Medical doctors","2012","Austria","Full time equivalent per hundred thousand inhabitants","253.39",""
"Medical doctors","2012","Poland","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2012","Portugal","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2012","Romania","Full time equivalent per hundred thousand inhabitants","129.16",""
"Medical doctors","2012","Slovenia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2012","Slovakia","Full time equivalent per hundred thousand inhabitants","157.79",""
"Medical doctors","2012","Finland","Full time equivalent per hundred thousand inhabitants","136.07",""
"Medical doctors","2012","United Kingdom","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2012","Iceland","Full time equivalent per hundred thousand inhabitants","176.07",""
"Medical doctors","2012","Liechtenstein","Full time equivalent per hundred thousand inhabitants","28.67",""
"Medical doctors","2012","Norway","Full time equivalent per hundred thousand inhabitants","227.53",""
"Medical doctors","2012","Switzerland","Full time equivalent per hundred thousand inhabitants","230.42",""
"Medical doctors","2012","Montenegro","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2012","Former Yugoslav Republic of Macedonia, the","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2012","Albania","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2012","Serbia","Full time equivalent per hundred thousand inhabitants","156.35",""
"Medical doctors","2012","Turkey","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2013","Belgium","Full time equivalent per hundred thousand inhabitants","56.57",""
"Medical doctors","2013","Bulgaria","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2013","Czechia","Full time equivalent per hundred thousand inhabitants","193.81",""
"Medical doctors","2013","Denmark","Full time equivalent per hundred thousand inhabitants","269.28",""
"Medical doctors","2013","Germany (until 1990 former territory of the FRG)","Full time equivalent per hundred thousand inhabitants","190.43",""
"Medical doctors","2013","Estonia","Full time equivalent per hundred thousand inhabitants","189.83",""
"Medical doctors","2013","Ireland","Full time equivalent per hundred thousand inhabitants","137.05",""
"Medical doctors","2013","Greece","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2013","Spain","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2013","France","Full time equivalent per hundred thousand inhabitants","184.11",""
"Medical doctors","2013","Croatia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2013","Italy","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2013","Cyprus","Full time equivalent per hundred thousand inhabitants","92.35",""
"Medical doctors","2013","Latvia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2013","Lithuania","Full time equivalent per hundred thousand inhabitants","338.34",""
"Medical doctors","2013","Luxembourg","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2013","Hungary","Full time equivalent per hundred thousand inhabitants","173.95",""
"Medical doctors","2013","Malta","Full time equivalent per hundred thousand inhabitants","209.42",""
"Medical doctors","2013","Netherlands","Full time equivalent per hundred thousand inhabitants","138.19",""
"Medical doctors","2013","Austria","Full time equivalent per hundred thousand inhabitants","253.72",""
"Medical doctors","2013","Poland","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2013","Portugal","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2013","Romania","Full time equivalent per hundred thousand inhabitants","130.16",""
"Medical doctors","2013","Slovenia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2013","Slovakia","Full time equivalent per hundred thousand inhabitants","161.62",""
"Medical doctors","2013","Finland","Full time equivalent per hundred thousand inhabitants","137.73",""
"Medical doctors","2013","United Kingdom","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2013","Iceland","Full time equivalent per hundred thousand inhabitants","168.77",""
"Medical doctors","2013","Liechtenstein","Full time equivalent per hundred thousand inhabitants","32.72",""
"Medical doctors","2013","Norway","Full time equivalent per hundred thousand inhabitants","228.97",""
"Medical doctors","2013","Switzerland","Full time equivalent per hundred thousand inhabitants","235.20",""
"Medical doctors","2013","Montenegro","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2013","Former Yugoslav Republic of Macedonia, the","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2013","Albania","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2013","Serbia","Full time equivalent per hundred thousand inhabitants","158.83",""
"Medical doctors","2013","Turkey","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2014","Belgium","Full time equivalent per hundred thousand inhabitants","58.37",""
"Medical doctors","2014","Bulgaria","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2014","Czechia","Full time equivalent per hundred thousand inhabitants","200.51",""
"Medical doctors","2014","Denmark","Full time equivalent per hundred thousand inhabitants","272.62",""
"Medical doctors","2014","Germany (until 1990 former territory of the FRG)","Full time equivalent per hundred thousand inhabitants","196.34",""
"Medical doctors","2014","Estonia","Full time equivalent per hundred thousand inhabitants","192.49",""
"Medical doctors","2014","Ireland","Full time equivalent per hundred thousand inhabitants","146.71",""
"Medical doctors","2014","Greece","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2014","Spain","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2014","France","Full time equivalent per hundred thousand inhabitants","187.08",""
"Medical doctors","2014","Croatia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2014","Italy","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2014","Cyprus","Full time equivalent per hundred thousand inhabitants","95.13",""
"Medical doctors","2014","Latvia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2014","Lithuania","Full time equivalent per hundred thousand inhabitants","334.81",""
"Medical doctors","2014","Luxembourg","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2014","Hungary","Full time equivalent per hundred thousand inhabitants","172.00",""
"Medical doctors","2014","Malta","Full time equivalent per hundred thousand inhabitants","218.75",""
"Medical doctors","2014","Netherlands","Full time equivalent per hundred thousand inhabitants","141.83",""
"Medical doctors","2014","Austria","Full time equivalent per hundred thousand inhabitants","254.72",""
"Medical doctors","2014","Poland","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2014","Portugal","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2014","Romania","Full time equivalent per hundred thousand inhabitants","132.44",""
"Medical doctors","2014","Slovenia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2014","Slovakia","Full time equivalent per hundred thousand inhabitants","164.91",""
"Medical doctors","2014","Finland","Full time equivalent per hundred thousand inhabitants","147.56",""
"Medical doctors","2014","United Kingdom","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2014","Iceland","Full time equivalent per hundred thousand inhabitants","171.13",""
"Medical doctors","2014","Liechtenstein","Full time equivalent per hundred thousand inhabitants","35.30",""
"Medical doctors","2014","Norway","Full time equivalent per hundred thousand inhabitants","231.82",""
"Medical doctors","2014","Switzerland","Full time equivalent per hundred thousand inhabitants","241.50",""
"Medical doctors","2014","Montenegro","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2014","Former Yugoslav Republic of Macedonia, the","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2014","Albania","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2014","Serbia","Full time equivalent per hundred thousand inhabitants","158.81",""
"Medical doctors","2014","Turkey","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2015","Belgium","Full time equivalent per hundred thousand inhabitants","59.59",""
"Medical doctors","2015","Bulgaria","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2015","Czechia","Full time equivalent per hundred thousand inhabitants","200.41",""
"Medical doctors","2015","Denmark","Full time equivalent per hundred thousand inhabitants","275.04",""
"Medical doctors","2015","Germany (until 1990 former territory of the FRG)","Full time equivalent per hundred thousand inhabitants","199.54",""
"Medical doctors","2015","Estonia","Full time equivalent per hundred thousand inhabitants","196.20",""
"Medical doctors","2015","Ireland","Full time equivalent per hundred thousand inhabitants","153.55",""
"Medical doctors","2015","Greece","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2015","Spain","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2015","France","Full time equivalent per hundred thousand inhabitants","188.97",""
"Medical doctors","2015","Croatia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2015","Italy","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2015","Cyprus","Full time equivalent per hundred thousand inhabitants","93.20",""
"Medical doctors","2015","Latvia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2015","Lithuania","Full time equivalent per hundred thousand inhabitants","335.54",""
"Medical doctors","2015","Luxembourg","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2015","Hungary","Full time equivalent per hundred thousand inhabitants","175.97",""
"Medical doctors","2015","Malta","Full time equivalent per hundred thousand inhabitants","225.98",""
"Medical doctors","2015","Netherlands","Full time equivalent per hundred thousand inhabitants","126.72",""
"Medical doctors","2015","Austria","Full time equivalent per hundred thousand inhabitants","256.78",""
"Medical doctors","2015","Poland","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2015","Portugal","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2015","Romania","Full time equivalent per hundred thousand inhabitants","137.32",""
"Medical doctors","2015","Slovenia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2015","Slovakia","Full time equivalent per hundred thousand inhabitants","167.47",""
"Medical doctors","2015","Finland","Full time equivalent per hundred thousand inhabitants","140.50",""
"Medical doctors","2015","United Kingdom","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2015","Iceland","Full time equivalent per hundred thousand inhabitants","186.45",""
"Medical doctors","2015","Liechtenstein","Full time equivalent per hundred thousand inhabitants","33.07",""
"Medical doctors","2015","Norway","Full time equivalent per hundred thousand inhabitants","245.48",""
"Medical doctors","2015","Switzerland","Full time equivalent per hundred thousand inhabitants","247.56",""
"Medical doctors","2015","Montenegro","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2015","Former Yugoslav Republic of Macedonia, the","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2015","Albania","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2015","Serbia","Full time equivalent per hundred thousand inhabitants","159.55",""
"Medical doctors","2015","Turkey","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2016","Belgium","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2016","Bulgaria","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2016","Czechia","Full time equivalent per hundred thousand inhabitants","195.54",""
"Medical doctors","2016","Denmark","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2016","Germany (until 1990 former territory of the FRG)","Full time equivalent per hundred thousand inhabitants","201.58",""
"Medical doctors","2016","Estonia","Full time equivalent per hundred thousand inhabitants","195.10",""
"Medical doctors","2016","Ireland","Full time equivalent per hundred thousand inhabitants","159.40",""
"Medical doctors","2016","Greece","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2016","Spain","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2016","France","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2016","Croatia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2016","Italy","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2016","Cyprus","Full time equivalent per hundred thousand inhabitants","92.42",""
"Medical doctors","2016","Latvia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2016","Lithuania","Full time equivalent per hundred thousand inhabitants","340.04",""
"Medical doctors","2016","Luxembourg","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2016","Hungary","Full time equivalent per hundred thousand inhabitants","174.67",""
"Medical doctors","2016","Malta","Full time equivalent per hundred thousand inhabitants","238.06",""
"Medical doctors","2016","Netherlands","Full time equivalent per hundred thousand inhabitants","128.05",""
"Medical doctors","2016","Austria","Full time equivalent per hundred thousand inhabitants","257.20",""
"Medical doctors","2016","Poland","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2016","Portugal","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2016","Romania","Full time equivalent per hundred thousand inhabitants","140.43",""
"Medical doctors","2016","Slovenia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2016","Slovakia","Full time equivalent per hundred thousand inhabitants","166.22",""
"Medical doctors","2016","Finland","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2016","United Kingdom","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2016","Iceland","Full time equivalent per hundred thousand inhabitants","192.94",""
"Medical doctors","2016","Liechtenstein","Full time equivalent per hundred thousand inhabitants","40.30",""
"Medical doctors","2016","Norway","Full time equivalent per hundred thousand inhabitants","249.57",""
"Medical doctors","2016","Switzerland","Full time equivalent per hundred thousand inhabitants","256.23",""
"Medical doctors","2016","Montenegro","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2016","Former Yugoslav Republic of Macedonia, the","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2016","Albania","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2016","Serbia","Full time equivalent per hundred thousand inhabitants","158.90",""
"Medical doctors","2016","Turkey","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2017","Belgium","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2017","Bulgaria","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2017","Czechia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2017","Denmark","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2017","Germany (until 1990 former territory of the FRG)","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2017","Estonia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2017","Ireland","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2017","Greece","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2017","Spain","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2017","France","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2017","Croatia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2017","Italy","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2017","Cyprus","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2017","Latvia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2017","Lithuania","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2017","Luxembourg","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2017","Hungary","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2017","Malta","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2017","Netherlands","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2017","Austria","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2017","Poland","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2017","Portugal","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2017","Romania","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2017","Slovenia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2017","Slovakia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2017","Finland","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2017","United Kingdom","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2017","Iceland","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2017","Liechtenstein","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2017","Norway","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2017","Switzerland","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2017","Montenegro","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2017","Former Yugoslav Republic of Macedonia, the","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2017","Albania","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2017","Serbia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2017","Turkey","Full time equivalent per hundred thousand inhabitants",":",""
"Nursing professionals and midwives ","2000","Belgium","Full time equivalent per hundred thousand inhabitants",":",""
"Nursing professionals and midwives ","2000","Bulgaria","Full time equivalent per hundred thousand inhabitants",":",""
"Nursing professionals and midwives ","2000","Czechia","Full time equivalent per hundred thousand inhabitants",":",""
"Nursing professionals and midwives ","2000","Denmark","Full time equivalent per hundred thousand inhabitants",":",""
"Nursing professionals and midwives ","2000","Germany (until 1990 former territory of the FRG)","Full time equivalent per hundred thousand inhabitants","388.02",""
"Nursing professionals and midwives ","2000","Estonia","Full time equivalent per hundred thousand inhabitants",":",""
"Nursing professionals and midwives ","2000","Ireland","Full time equivalent per hundred thousand inhabitants","390.10",""
"Nursing professionals and midwives ","2000","Greece","Full time equivalent per hundred thousand inhabitants",":",""
"Nursing professionals and midwives ","2000","Spain","Full time equivalent per hundred thousand inhabitants",":",""
"Nursing professionals and midwives ","2000","France","Full time equivalent per hundred thousand inhabitants","479.44",""
"Nursing professionals and midwives ","2000","Croatia","Full time equivalent per hundred thousand inhabitants",":",""
"Nursing professionals and midwives ","2000","Italy","Full time equivalent per hundred thousand inhabitants",":",""
"Nursing professionals and midwives ","2000","Cyprus","Full time equivalent per hundred thousand inhabitants",":",""
"Nursing professionals and midwives ","2000","Latvia","Full time equivalent per hundred thousand inhabitants",":",""
"Nursing professionals and midwives ","2000","Lithuania","Full time equivalent per hundred thousand inhabitants","516.55",""
"Nursing professionals and midwives ","2000","Luxembourg","Full time equivalent per hundred thousand inhabitants",":",""
