"ISCO08","TIME","GEO","UNIT","Value","Flag and Footnotes"
"Medical doctors","2010","Ireland","Per hundred thousand inhabitants","17.37",""
"Medical doctors","2010","Greece","Per hundred thousand inhabitants","9.18",""
"Medical doctors","2010","Spain","Per hundred thousand inhabitants","9.33",""
"Medical doctors","2010","France","Per hundred thousand inhabitants","5.77",""
"Medical doctors","2010","Croatia","Per hundred thousand inhabitants","11.72",""
"Medical doctors","2010","Italy","Per hundred thousand inhabitants","11.13",""
"Medical doctors","2010","Cyprus","Per hundred thousand inhabitants","0.00",""
"Medical doctors","2010","Latvia","Per hundred thousand inhabitants","8.28",""
"Medical doctors","2010","Lithuania","Per hundred thousand inhabitants","12.25",""
"Medical doctors","2010","Luxembourg","Per hundred thousand inhabitants","0.00",""
"Medical doctors","2010","Hungary","Per hundred thousand inhabitants","10.40",""
"Medical doctors","2010","Malta","Per hundred thousand inhabitants","14.21",""
"Medical doctors","2010","Netherlands","Per hundred thousand inhabitants","13.70",""
"Medical doctors","2010","Austria","Per hundred thousand inhabitants","17.47",""
"Medical doctors","2010","Poland","Per hundred thousand inhabitants","8.03",""
"Medical doctors","2010","Portugal","Per hundred thousand inhabitants","11.90",""
"Medical doctors","2010","Romania","Per hundred thousand inhabitants","13.53",""
"Medical doctors","2010","Slovenia","Per hundred thousand inhabitants","11.18",""
"Medical doctors","2010","Slovakia","Per hundred thousand inhabitants","10.67",""
"Medical doctors","2010","Finland","Per hundred thousand inhabitants","11.24",""
"Medical doctors","2010","Sweden","Per hundred thousand inhabitants","10.33",""
"Medical doctors","2010","United Kingdom","Per hundred thousand inhabitants","13.63",""
"Medical doctors","2010","Iceland","Per hundred thousand inhabitants","13.83",""
"Medical doctors","2010","Liechtenstein","Per hundred thousand inhabitants","0.00",""
"Medical doctors","2010","Norway","Per hundred thousand inhabitants","11.27",""
"Medical doctors","2010","Switzerland","Per hundred thousand inhabitants","10.39",""
"Medical doctors","2010","Former Yugoslav Republic of Macedonia, the","Per hundred thousand inhabitants","9.83",""
"Medical doctors","2010","Albania","Per hundred thousand inhabitants",":",""
"Medical doctors","2010","Serbia","Per hundred thousand inhabitants","19.09",""
"Medical doctors","2010","Turkey","Per hundred thousand inhabitants","7.02",""
"Medical doctors","2011","European Union (current composition)","Per hundred thousand inhabitants","11.08",""
"Medical doctors","2011","Belgium","Per hundred thousand inhabitants","10.18",""
"Medical doctors","2011","Bulgaria","Per hundred thousand inhabitants","8.19",""
"Medical doctors","2011","Czechia","Per hundred thousand inhabitants","13.91",""
"Medical doctors","2011","Denmark","Per hundred thousand inhabitants","21.16",""
"Medical doctors","2011","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","11.70",""
"Medical doctors","2011","Estonia","Per hundred thousand inhabitants","9.33",""
"Medical doctors","2011","Ireland","Per hundred thousand inhabitants","16.13",""
"Medical doctors","2011","Greece","Per hundred thousand inhabitants","9.70",""
"Medical doctors","2011","Spain","Per hundred thousand inhabitants","9.09",""
"Medical doctors","2011","France","Per hundred thousand inhabitants","6.73",""
"Medical doctors","2011","Croatia","Per hundred thousand inhabitants","11.42",""
"Medical doctors","2011","Italy","Per hundred thousand inhabitants","11.03",""
"Medical doctors","2011","Cyprus","Per hundred thousand inhabitants","0.00",""
"Medical doctors","2011","Latvia","Per hundred thousand inhabitants","11.27",""
"Medical doctors","2011","Lithuania","Per hundred thousand inhabitants","13.43",""
"Medical doctors","2011","Luxembourg","Per hundred thousand inhabitants","0.00",""
"Medical doctors","2011","Hungary","Per hundred thousand inhabitants","11.51",""
"Medical doctors","2011","Malta","Per hundred thousand inhabitants","17.04",""
"Medical doctors","2011","Netherlands","Per hundred thousand inhabitants","14.71",""
"Medical doctors","2011","Austria","Per hundred thousand inhabitants","16.77",""
"Medical doctors","2011","Poland","Per hundred thousand inhabitants","8.69",""
"Medical doctors","2011","Portugal","Per hundred thousand inhabitants","12.19",""
"Medical doctors","2011","Romania","Per hundred thousand inhabitants","14.17",""
"Medical doctors","2011","Slovenia","Per hundred thousand inhabitants","10.03",""
"Medical doctors","2011","Slovakia","Per hundred thousand inhabitants","10.93",""
"Medical doctors","2011","Finland","Per hundred thousand inhabitants","11.53",""
"Medical doctors","2011","Sweden","Per hundred thousand inhabitants","10.70",""
"Medical doctors","2011","United Kingdom","Per hundred thousand inhabitants","13.41",""
"Medical doctors","2011","Iceland","Per hundred thousand inhabitants","13.79",""
"Medical doctors","2011","Liechtenstein","Per hundred thousand inhabitants","0.00",""
"Medical doctors","2011","Norway","Per hundred thousand inhabitants","11.47",""
"Medical doctors","2011","Switzerland","Per hundred thousand inhabitants","9.40",""
"Medical doctors","2011","Former Yugoslav Republic of Macedonia, the","Per hundred thousand inhabitants","10.15",""
"Medical doctors","2011","Albania","Per hundred thousand inhabitants",":",""
"Medical doctors","2011","Serbia","Per hundred thousand inhabitants","16.28",""
"Medical doctors","2011","Turkey","Per hundred thousand inhabitants","6.71",""
"Medical doctors","2012","European Union (current composition)","Per hundred thousand inhabitants","11.41",""
"Medical doctors","2012","Belgium","Per hundred thousand inhabitants","10.60",""
"Medical doctors","2012","Bulgaria","Per hundred thousand inhabitants","8.62",""
"Medical doctors","2012","Czechia","Per hundred thousand inhabitants","15.14",""
"Medical doctors","2012","Denmark","Per hundred thousand inhabitants","18.58",""
"Medical doctors","2012","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","11.70",""
"Medical doctors","2012","Estonia","Per hundred thousand inhabitants","10.28",""
"Medical doctors","2012","Ireland","Per hundred thousand inhabitants","17.03",""
"Medical doctors","2012","Greece","Per hundred thousand inhabitants","9.17",""
"Medical doctors","2012","Spain","Per hundred thousand inhabitants","9.53",""
"Medical doctors","2012","France","Per hundred thousand inhabitants","7.21",""
"Medical doctors","2012","Croatia","Per hundred thousand inhabitants","11.29",""
"Medical doctors","2012","Italy","Per hundred thousand inhabitants","11.14",""
"Medical doctors","2012","Cyprus","Per hundred thousand inhabitants","0.00",""
"Medical doctors","2012","Latvia","Per hundred thousand inhabitants","11.50",""
"Medical doctors","2012","Lithuania","Per hundred thousand inhabitants","13.19",""
"Medical doctors","2012","Luxembourg","Per hundred thousand inhabitants","0.00",""
"Medical doctors","2012","Hungary","Per hundred thousand inhabitants","13.85",""
"Medical doctors","2012","Malta","Per hundred thousand inhabitants","18.36",""
"Medical doctors","2012","Netherlands","Per hundred thousand inhabitants","14.72",""
"Medical doctors","2012","Austria","Per hundred thousand inhabitants","13.88",""
"Medical doctors","2012","Poland","Per hundred thousand inhabitants","9.32",""
"Medical doctors","2012","Portugal","Per hundred thousand inhabitants","13.26",""
"Medical doctors","2012","Romania","Per hundred thousand inhabitants","15.80",""
"Medical doctors","2012","Slovenia","Per hundred thousand inhabitants","12.93",""
"Medical doctors","2012","Slovakia","Per hundred thousand inhabitants","11.48",""
"Medical doctors","2012","Finland","Per hundred thousand inhabitants","14.59",""
"Medical doctors","2012","Sweden","Per hundred thousand inhabitants","11.88",""
"Medical doctors","2012","United Kingdom","Per hundred thousand inhabitants","13.88",""
"Medical doctors","2012","Iceland","Per hundred thousand inhabitants","15.28",""
"Medical doctors","2012","Liechtenstein","Per hundred thousand inhabitants","0.00",""
"Medical doctors","2012","Norway","Per hundred thousand inhabitants","12.33",""
"Medical doctors","2012","Switzerland","Per hundred thousand inhabitants","9.78",""
"Medical doctors","2012","Former Yugoslav Republic of Macedonia, the","Per hundred thousand inhabitants","12.66",""
"Medical doctors","2012","Albania","Per hundred thousand inhabitants",":",""
"Medical doctors","2012","Serbia","Per hundred thousand inhabitants","17.96",""
"Medical doctors","2012","Turkey","Per hundred thousand inhabitants","6.58",""
"Medical doctors","2013","European Union (current composition)","Per hundred thousand inhabitants","11.46",""
"Medical doctors","2013","Belgium","Per hundred thousand inhabitants","10.52",""
"Medical doctors","2013","Bulgaria","Per hundred thousand inhabitants","9.51",""
"Medical doctors","2013","Czechia","Per hundred thousand inhabitants","12.73",""
"Medical doctors","2013","Denmark","Per hundred thousand inhabitants","18.38",""
"Medical doctors","2013","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","12.04",""
"Medical doctors","2013","Estonia","Per hundred thousand inhabitants","9.71",""
"Medical doctors","2013","Ireland","Per hundred thousand inhabitants","20.25",""
"Medical doctors","2013","Greece","Per hundred thousand inhabitants","9.32",""
"Medical doctors","2013","Spain","Per hundred thousand inhabitants","10.23",""
"Medical doctors","2013","France","Per hundred thousand inhabitants","7.67",""
"Medical doctors","2013","Croatia","Per hundred thousand inhabitants","10.46",""
"Medical doctors","2013","Italy","Per hundred thousand inhabitants","11.13",""
"Medical doctors","2013","Cyprus","Per hundred thousand inhabitants","0.00",""
"Medical doctors","2013","Latvia","Per hundred thousand inhabitants","13.46",""
"Medical doctors","2013","Lithuania","Per hundred thousand inhabitants","14.81",""
"Medical doctors","2013","Luxembourg","Per hundred thousand inhabitants","0.00",""
"Medical doctors","2013","Hungary","Per hundred thousand inhabitants","14.20",""
"Medical doctors","2013","Malta","Per hundred thousand inhabitants","20.31",""
"Medical doctors","2013","Netherlands","Per hundred thousand inhabitants","14.38",""
"Medical doctors","2013","Austria","Per hundred thousand inhabitants","14.85",""
"Medical doctors","2013","Poland","Per hundred thousand inhabitants","9.88",""
"Medical doctors","2013","Portugal","Per hundred thousand inhabitants","13.64",""
"Medical doctors","2013","Romania","Per hundred thousand inhabitants","14.83",""
"Medical doctors","2013","Slovenia","Per hundred thousand inhabitants","11.89",""
"Medical doctors","2013","Slovakia","Per hundred thousand inhabitants","12.75",""
"Medical doctors","2013","Finland","Per hundred thousand inhabitants","11.47",""
"Medical doctors","2013","Sweden","Per hundred thousand inhabitants","10.28",""
"Medical doctors","2013","United Kingdom","Per hundred thousand inhabitants","13.18",""
"Medical doctors","2013","Iceland","Per hundred thousand inhabitants","12.35",""
"Medical doctors","2013","Liechtenstein","Per hundred thousand inhabitants","0.00",""
"Medical doctors","2013","Norway","Per hundred thousand inhabitants","11.38",""
"Medical doctors","2013","Switzerland","Per hundred thousand inhabitants","9.72",""
"Medical doctors","2013","Former Yugoslav Republic of Macedonia, the","Per hundred thousand inhabitants",":",""
"Medical doctors","2013","Albania","Per hundred thousand inhabitants",":",""
"Medical doctors","2013","Serbia","Per hundred thousand inhabitants","17.42",""
"Medical doctors","2013","Turkey","Per hundred thousand inhabitants","6.31",""
"Medical doctors","2014","European Union (current composition)","Per hundred thousand inhabitants","12.02",""
"Medical doctors","2014","Belgium","Per hundred thousand inhabitants","11.50",""
"Medical doctors","2014","Bulgaria","Per hundred thousand inhabitants","10.69",""
"Medical doctors","2014","Czechia","Per hundred thousand inhabitants","13.99",""
"Medical doctors","2014","Denmark","Per hundred thousand inhabitants","19.51",""
"Medical doctors","2014","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","11.85",""
"Medical doctors","2014","Estonia","Per hundred thousand inhabitants","10.57",""
"Medical doctors","2014","Ireland","Per hundred thousand inhabitants","21.85",""
"Medical doctors","2014","Greece","Per hundred thousand inhabitants",":",""
"Medical doctors","2014","Spain","Per hundred thousand inhabitants","11.99",""
"Medical doctors","2014","France","Per hundred thousand inhabitants","8.10",""
"Medical doctors","2014","Croatia","Per hundred thousand inhabitants","15.01",""
"Medical doctors","2014","Italy","Per hundred thousand inhabitants","11.48",""
"Medical doctors","2014","Cyprus","Per hundred thousand inhabitants","0.00",""
"Medical doctors","2014","Latvia","Per hundred thousand inhabitants","14.04",""
"Medical doctors","2014","Lithuania","Per hundred thousand inhabitants","14.63",""
"Medical doctors","2014","Luxembourg","Per hundred thousand inhabitants","0.00",""
"Medical doctors","2014","Hungary","Per hundred thousand inhabitants","13.65",""
"Medical doctors","2014","Malta","Per hundred thousand inhabitants","26.21",""
"Medical doctors","2014","Netherlands","Per hundred thousand inhabitants","14.50",""
"Medical doctors","2014","Austria","Per hundred thousand inhabitants","14.69",""
"Medical doctors","2014","Poland","Per hundred thousand inhabitants","9.70",""
"Medical doctors","2014","Portugal","Per hundred thousand inhabitants","14.94",""
"Medical doctors","2014","Romania","Per hundred thousand inhabitants","17.56",""
"Medical doctors","2014","Slovenia","Per hundred thousand inhabitants","14.65",""
"Medical doctors","2014","Slovakia","Per hundred thousand inhabitants","13.51",""
"Medical doctors","2014","Finland","Per hundred thousand inhabitants","11.65",""
"Medical doctors","2014","Sweden","Per hundred thousand inhabitants","11.25",""
"Medical doctors","2014","United Kingdom","Per hundred thousand inhabitants","13.45",""
"Medical doctors","2014","Iceland","Per hundred thousand inhabitants","16.19",""
"Medical doctors","2014","Liechtenstein","Per hundred thousand inhabitants","0.00",""
"Medical doctors","2014","Norway","Per hundred thousand inhabitants","11.04",""
"Medical doctors","2014","Switzerland","Per hundred thousand inhabitants","10.54",""
"Medical doctors","2014","Former Yugoslav Republic of Macedonia, the","Per hundred thousand inhabitants",":",""
"Medical doctors","2014","Albania","Per hundred thousand inhabitants",":",""
"Medical doctors","2014","Serbia","Per hundred thousand inhabitants","18.04",""
"Medical doctors","2014","Turkey","Per hundred thousand inhabitants","6.70",""
"Medical doctors","2015","European Union (current composition)","Per hundred thousand inhabitants","12.38",""
"Medical doctors","2015","Belgium","Per hundred thousand inhabitants","12.05",""
"Medical doctors","2015","Bulgaria","Per hundred thousand inhabitants","11.66",""
"Medical doctors","2015","Czechia","Per hundred thousand inhabitants","13.56",""
"Medical doctors","2015","Denmark","Per hundred thousand inhabitants","22.06",""
"Medical doctors","2015","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","11.28",""
"Medical doctors","2015","Estonia","Per hundred thousand inhabitants","10.11",""
"Medical doctors","2015","Ireland","Per hundred thousand inhabitants","23.67",""
"Medical doctors","2015","Greece","Per hundred thousand inhabitants",":",""
"Medical doctors","2015","Spain","Per hundred thousand inhabitants","13.03",""
"Medical doctors","2015","France","Per hundred thousand inhabitants","9.04",""
"Medical doctors","2015","Croatia","Per hundred thousand inhabitants","12.19",""
"Medical doctors","2015","Italy","Per hundred thousand inhabitants","12.35",""
"Medical doctors","2015","Cyprus","Per hundred thousand inhabitants","0.00",""
"Medical doctors","2015","Latvia","Per hundred thousand inhabitants","16.18",""
"Medical doctors","2015","Lithuania","Per hundred thousand inhabitants","16.39",""
"Medical doctors","2015","Luxembourg","Per hundred thousand inhabitants","0.00",""
"Medical doctors","2015","Hungary","Per hundred thousand inhabitants","13.40",""
"Medical doctors","2015","Malta","Per hundred thousand inhabitants","25.24",""
"Medical doctors","2015","Netherlands","Per hundred thousand inhabitants","14.61",""
"Medical doctors","2015","Austria","Per hundred thousand inhabitants","14.11",""
"Medical doctors","2015","Poland","Per hundred thousand inhabitants","10.24",""
"Medical doctors","2015","Portugal","Per hundred thousand inhabitants","15.85",""
"Medical doctors","2015","Romania","Per hundred thousand inhabitants","19.64",""
"Medical doctors","2015","Slovenia","Per hundred thousand inhabitants","17.35",""
"Medical doctors","2015","Slovakia","Per hundred thousand inhabitants",":",""
"Medical doctors","2015","Finland","Per hundred thousand inhabitants","11.41",""
"Medical doctors","2015","Sweden","Per hundred thousand inhabitants","12.41",""
"Medical doctors","2015","United Kingdom","Per hundred thousand inhabitants","12.83",""
"Medical doctors","2015","Iceland","Per hundred thousand inhabitants","12.70",""
"Medical doctors","2015","Liechtenstein","Per hundred thousand inhabitants","0.00",""
"Medical doctors","2015","Norway","Per hundred thousand inhabitants","11.18",""
"Medical doctors","2015","Switzerland","Per hundred thousand inhabitants",":",""
"Medical doctors","2015","Former Yugoslav Republic of Macedonia, the","Per hundred thousand inhabitants",":",""
"Medical doctors","2015","Albania","Per hundred thousand inhabitants",":",""
"Medical doctors","2015","Serbia","Per hundred thousand inhabitants","19.20",""
"Medical doctors","2015","Turkey","Per hundred thousand inhabitants","8.89",""
"Medical doctors","2016","European Union (current composition)","Per hundred thousand inhabitants",":",""
"Medical doctors","2016","Belgium","Per hundred thousand inhabitants","14.24",""
"Medical doctors","2016","Bulgaria","Per hundred thousand inhabitants","12.05",""
"Medical doctors","2016","Czechia","Per hundred thousand inhabitants","12.66",""
"Medical doctors","2016","Denmark","Per hundred thousand inhabitants",":",""
"Medical doctors","2016","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","11.71",""
"Medical doctors","2016","Estonia","Per hundred thousand inhabitants","11.02",""
"Medical doctors","2016","Ireland","Per hundred thousand inhabitants","24.44",""
"Medical doctors","2016","Greece","Per hundred thousand inhabitants",":",""
"Medical doctors","2016","Spain","Per hundred thousand inhabitants","13.39",""
"Medical doctors","2016","France","Per hundred thousand inhabitants",":",""
"Medical doctors","2016","Croatia","Per hundred thousand inhabitants",":",""
"Medical doctors","2016","Italy","Per hundred thousand inhabitants",":",""
"Medical doctors","2016","Cyprus","Per hundred thousand inhabitants","0.00",""
"Medical doctors","2016","Latvia","Per hundred thousand inhabitants","16.33",""
"Medical doctors","2016","Lithuania","Per hundred thousand inhabitants","16.11",""
"Medical doctors","2016","Luxembourg","Per hundred thousand inhabitants","0.00",""
"Medical doctors","2016","Hungary","Per hundred thousand inhabitants","14.14",""
"Medical doctors","2016","Malta","Per hundred thousand inhabitants","22.62",""
"Medical doctors","2016","Netherlands","Per hundred thousand inhabitants","14.36",""
"Medical doctors","2016","Austria","Per hundred thousand inhabitants",":",""
"Medical doctors","2016","Poland","Per hundred thousand inhabitants",":",""
"Medical doctors","2016","Portugal","Per hundred thousand inhabitants","16.44",""
"Medical doctors","2016","Romania","Per hundred thousand inhabitants","22.17",""
"Medical doctors","2016","Slovenia","Per hundred thousand inhabitants","15.88",""
"Medical doctors","2016","Slovakia","Per hundred thousand inhabitants",":",""
"Medical doctors","2016","Finland","Per hundred thousand inhabitants","12.03",""
"Medical doctors","2016","Sweden","Per hundred thousand inhabitants","10.16",""
"Medical doctors","2016","United Kingdom","Per hundred thousand inhabitants","12.87",""
"Medical doctors","2016","Iceland","Per hundred thousand inhabitants","15.80",""
"Medical doctors","2016","Liechtenstein","Per hundred thousand inhabitants","0.00",""
"Medical doctors","2016","Norway","Per hundred thousand inhabitants","11.08",""
"Medical doctors","2016","Switzerland","Per hundred thousand inhabitants",":",""
"Medical doctors","2016","Former Yugoslav Republic of Macedonia, the","Per hundred thousand inhabitants",":",""
"Medical doctors","2016","Albania","Per hundred thousand inhabitants",":",""
"Medical doctors","2016","Serbia","Per hundred thousand inhabitants","20.61",""
"Medical doctors","2016","Turkey","Per hundred thousand inhabitants","9.90",""
"Medical doctors","2017","European Union (current composition)","Per hundred thousand inhabitants",":",""
"Medical doctors","2017","Belgium","Per hundred thousand inhabitants",":",""
"Medical doctors","2017","Bulgaria","Per hundred thousand inhabitants",":",""
"Medical doctors","2017","Czechia","Per hundred thousand inhabitants",":",""
"Medical doctors","2017","Denmark","Per hundred thousand inhabitants",":",""
"Medical doctors","2017","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants",":",""
"Medical doctors","2017","Estonia","Per hundred thousand inhabitants",":",""
"Medical doctors","2017","Ireland","Per hundred thousand inhabitants",":",""
"Medical doctors","2017","Greece","Per hundred thousand inhabitants",":",""
"Medical doctors","2017","Spain","Per hundred thousand inhabitants",":",""
"Medical doctors","2017","France","Per hundred thousand inhabitants",":",""
"Medical doctors","2017","Croatia","Per hundred thousand inhabitants",":",""
"Medical doctors","2017","Italy","Per hundred thousand inhabitants",":",""
"Medical doctors","2017","Cyprus","Per hundred thousand inhabitants",":",""
"Medical doctors","2017","Latvia","Per hundred thousand inhabitants",":",""
"Medical doctors","2017","Lithuania","Per hundred thousand inhabitants",":",""
"Medical doctors","2017","Luxembourg","Per hundred thousand inhabitants",":",""
"Medical doctors","2017","Hungary","Per hundred thousand inhabitants",":",""
"Medical doctors","2017","Malta","Per hundred thousand inhabitants",":",""
"Medical doctors","2017","Netherlands","Per hundred thousand inhabitants",":",""
"Medical doctors","2017","Austria","Per hundred thousand inhabitants",":",""
"Medical doctors","2017","Poland","Per hundred thousand inhabitants",":",""
"Medical doctors","2017","Portugal","Per hundred thousand inhabitants",":",""
"Medical doctors","2017","Romania","Per hundred thousand inhabitants",":",""
"Medical doctors","2017","Slovenia","Per hundred thousand inhabitants",":",""
"Medical doctors","2017","Slovakia","Per hundred thousand inhabitants",":",""
"Medical doctors","2017","Finland","Per hundred thousand inhabitants",":",""
"Medical doctors","2017","Sweden","Per hundred thousand inhabitants",":",""
"Medical doctors","2017","United Kingdom","Per hundred thousand inhabitants",":",""
"Medical doctors","2017","Iceland","Per hundred thousand inhabitants",":",""
"Medical doctors","2017","Liechtenstein","Per hundred thousand inhabitants",":",""
"Medical doctors","2017","Norway","Per hundred thousand inhabitants",":",""
"Medical doctors","2017","Switzerland","Per hundred thousand inhabitants",":",""
"Medical doctors","2017","Former Yugoslav Republic of Macedonia, the","Per hundred thousand inhabitants",":",""
"Medical doctors","2017","Albania","Per hundred thousand inhabitants",":",""
"Medical doctors","2017","Serbia","Per hundred thousand inhabitants",":",""
"Medical doctors","2017","Turkey","Per hundred thousand inhabitants",":",""
"Nurses","2000","European Union (current composition)","Per hundred thousand inhabitants",":",""
"Nurses","2000","Belgium","Per hundred thousand inhabitants","44.71",""
"Nurses","2000","Bulgaria","Per hundred thousand inhabitants","10.13",""
"Nurses","2000","Czechia","Per hundred thousand inhabitants","15.60","b"
"Nurses","2000","Denmark","Per hundred thousand inhabitants","103.64",""
"Nurses","2000","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","40.42",""
"Nurses","2000","Estonia","Per hundred thousand inhabitants","20.15",""
"Nurses","2000","Ireland","Per hundred thousand inhabitants","38.42",""
"Nurses","2000","Greece","Per hundred thousand inhabitants",":",""
"Nurses","2000","Spain","Per hundred thousand inhabitants","21.50",""
"Nurses","2000","France","Per hundred thousand inhabitants","22.74",""
"Nurses","2000","Croatia","Per hundred thousand inhabitants",":",""
"Nurses","2000","Italy","Per hundred thousand inhabitants","5.45",""
"Nurses","2000","Cyprus","Per hundred thousand inhabitants",":",""
"Nurses","2000","Latvia","Per hundred thousand inhabitants","9.57",""
"Nurses","2000","Lithuania","Per hundred thousand inhabitants","17.40",""
"Nurses","2000","Luxembourg","Per hundred thousand inhabitants","30.48",""
"Nurses","2000","Hungary","Per hundred thousand inhabitants","44.53",""
"Nurses","2000","Malta","Per hundred thousand inhabitants","23.85",""
"Nurses","2000","Netherlands","Per hundred thousand inhabitants","28.50",""
"Nurses","2000","Austria","Per hundred thousand inhabitants",":",""
"Nurses","2000","Poland","Per hundred thousand inhabitants","1.10",""
"Nurses","2000","Portugal","Per hundred thousand inhabitants","16.79",""
"Nurses","2000","Romania","Per hundred thousand inhabitants","57.88",""
"Nurses","2000","Slovenia","Per hundred thousand inhabitants","68.58",""
"Nurses","2000","Slovakia","Per hundred thousand inhabitants","53.89",""
"Nurses","2000","Finland","Per hundred thousand inhabitants","68.95",""
"Nurses","2000","Sweden","Per hundred thousand inhabitants",":",""
"Nurses","2000","United Kingdom","Per hundred thousand inhabitants",":",""
"Nurses","2000","Iceland","Per hundred thousand inhabitants","57.61",""
"Nurses","2000","Liechtenstein","Per hundred thousand inhabitants","0.00",""
"Nurses","2000","Norway","Per hundred thousand inhabitants","69.87",""
"Nurses","2000","Switzerland","Per hundred thousand inhabitants","57.35",""
"Nurses","2000","Former Yugoslav Republic of Macedonia, the","Per hundred thousand inhabitants",":",""
"Nurses","2000","Albania","Per hundred thousand inhabitants","5.36",""
"Nurses","2000","Serbia","Per hundred thousand inhabitants",":",""
"Nurses","2000","Turkey","Per hundred thousand inhabitants","2.19",""
"Nurses","2001","European Union (current composition)","Per hundred thousand inhabitants",":",""
"Nurses","2001","Belgium","Per hundred thousand inhabitants","44.28",""
"Nurses","2001","Bulgaria","Per hundred thousand inhabitants","8.24",""
"Nurses","2001","Czechia","Per hundred thousand inhabitants","44.91",""
"Nurses","2001","Denmark","Per hundred thousand inhabitants","101.93",""
"Nurses","2001","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","41.32",""
"Nurses","2001","Estonia","Per hundred thousand inhabitants","23.97",""
"Nurses","2001","Ireland","Per hundred thousand inhabitants","26.49",""
"Nurses","2001","Greece","Per hundred thousand inhabitants",":",""
"Nurses","2001","Spain","Per hundred thousand inhabitants","21.09",""
"Nurses","2001","France","Per hundred thousand inhabitants","22.77",""
"Nurses","2001","Croatia","Per hundred thousand inhabitants",":",""
"Nurses","2001","Italy","Per hundred thousand inhabitants","5.48",""
"Nurses","2001","Cyprus","Per hundred thousand inhabitants",":",""
"Nurses","2001","Latvia","Per hundred thousand inhabitants","9.77",""
"Nurses","2001","Lithuania","Per hundred thousand inhabitants","14.22",""
"Nurses","2001","Luxembourg","Per hundred thousand inhabitants","36.92",""
"Nurses","2001","Hungary","Per hundred thousand inhabitants","46.29",""
"Nurses","2001","Malta","Per hundred thousand inhabitants","19.59",""
"Nurses","2001","Netherlands","Per hundred thousand inhabitants","36.11",""
"Nurses","2001","Austria","Per hundred thousand inhabitants",":",""
"Nurses","2001","Poland","Per hundred thousand inhabitants","1.76",""
"Nurses","2001","Portugal","Per hundred thousand inhabitants","18.71",""
"Nurses","2001","Romania","Per hundred thousand inhabitants","48.68",""
"Nurses","2001","Slovenia","Per hundred thousand inhabitants","71.89",""
"Nurses","2001","Slovakia","Per hundred thousand inhabitants","49.53",""
"Nurses","2001","Finland","Per hundred thousand inhabitants","61.58",""
"Nurses","2001","Sweden","Per hundred thousand inhabitants",":",""
"Nurses","2001","United Kingdom","Per hundred thousand inhabitants",":",""
"Nurses","2001","Iceland","Per hundred thousand inhabitants","66.32",""
"Nurses","2001","Liechtenstein","Per hundred thousand inhabitants","0.00",""
"Nurses","2001","Norway","Per hundred thousand inhabitants","73.73",""
"Nurses","2001","Switzerland","Per hundred thousand inhabitants","67.75",""
"Nurses","2001","Former Yugoslav Republic of Macedonia, the","Per hundred thousand inhabitants",":",""
"Nurses","2001","Albania","Per hundred thousand inhabitants","6.12",""
"Nurses","2001","Serbia","Per hundred thousand inhabitants",":",""
"Nurses","2001","Turkey","Per hundred thousand inhabitants","3.13",""
"Nurses","2002","European Union (current composition)","Per hundred thousand inhabitants",":",""
"Nurses","2002","Belgium","Per hundred thousand inhabitants","43.30",""
"Nurses","2002","Bulgaria","Per hundred thousand inhabitants","7.21",""
"Nurses","2002","Czechia","Per hundred thousand inhabitants","43.32",""
"Nurses","2002","Denmark","Per hundred thousand inhabitants","105.90",""
"Nurses","2002","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","39.89",""
"Nurses","2002","Estonia","Per hundred thousand inhabitants","29.74",""
"Nurses","2002","Ireland","Per hundred thousand inhabitants","31.28",""
"Nurses","2002","Greece","Per hundred thousand inhabitants",":",""
"Nurses","2002","Spain","Per hundred thousand inhabitants","20.32",""
"Nurses","2002","France","Per hundred thousand inhabitants","24.76",""
"Nurses","2002","Croatia","Per hundred thousand inhabitants",":",""
"Nurses","2002","Italy","Per hundred thousand inhabitants","10.01","b"
"Nurses","2002","Cyprus","Per hundred thousand inhabitants",":",""
"Nurses","2002","Latvia","Per hundred thousand inhabitants","13.85",""
"Nurses","2002","Lithuania","Per hundred thousand inhabitants","11.42",""
"Nurses","2002","Luxembourg","Per hundred thousand inhabitants","30.03",""
"Nurses","2002","Hungary","Per hundred thousand inhabitants","42.17",""
"Nurses","2002","Malta","Per hundred thousand inhabitants","20.46",""
"Nurses","2002","Netherlands","Per hundred thousand inhabitants","39.02",""
"Nurses","2002","Austria","Per hundred thousand inhabitants",":",""
"Nurses","2002","Poland","Per hundred thousand inhabitants","2.42",""
"Nurses","2002","Portugal","Per hundred thousand inhabitants","4.04","b"
"Nurses","2002","Romania","Per hundred thousand inhabitants","58.20",""
"Nurses","2002","Slovenia","Per hundred thousand inhabitants","85.48",""
